"","rules","support","confidence","coverage","lift","count"
"201","{LegPress=Gemeos,Afundo=,Crucifixo=} => {Gemeos=}",0.0526315789473684,1,0.0526315789473684,2.92307692307692,2
"202","{LegPress=Gemeos,Gemeos=,Crucifixo=} => {Afundo=}",0.0526315789473684,1,0.0526315789473684,2.92307692307692,2
"203","{Gemeos=Gemeos,Afundo=Bicicleta,Crucifixo=Esteira} => {LegPress=Extensor}",0.0263157894736842,1,0.0263157894736842,2.92307692307692,1
"204","{LegPress=Extensor,Gemeos=Gemeos,Crucifixo=Esteira} => {Afundo=Bicicleta}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"205","{LegPress=Extensor,Gemeos=Gemeos,Afundo=Bicicleta} => {Crucifixo=Esteira}",0.0263157894736842,1,0.0263157894736842,3.16666666666667,1
"206","{Gemeos=AgachamentoSmith,Afundo=Bicicleta,Crucifixo=Esteira} => {LegPress=Extensor}",0.157894736842105,1,0.157894736842105,2.92307692307692,6
"207","{LegPress=Extensor,Gemeos=AgachamentoSmith,Crucifixo=Esteira} => {Afundo=Bicicleta}",0.157894736842105,0.857142857142857,0.184210526315789,2.71428571428571,6
"208","{LegPress=Extensor,Gemeos=AgachamentoSmith,Afundo=Bicicleta} => {Crucifixo=Esteira}",0.157894736842105,0.75,0.210526315789474,2.375,6
"209","{LegPress=LegPress,Gemeos=,Afundo=} => {Crucifixo=}",0.236842105263158,1,0.236842105263158,2.375,9
"210","{LegPress=LegPress,Afundo=,Crucifixo=} => {Gemeos=}",0.236842105263158,1,0.236842105263158,2.92307692307692,9
"211","{LegPress=LegPress,Gemeos=,Crucifixo=} => {Afundo=}",0.236842105263158,1,0.236842105263158,2.92307692307692,9
